additional_requirements,admission_requirements,bac_type_id,bac_type_name,data_sources,duration,field_of_study,formula_explanation,historical_scores,minimum_bac_average,notes,program_description,ramz_code,ramz_id,ramz_link,seven_percent,specialty,specialty_code,table_criteria,table_institution,table_location,table_specialization,university_id,university_name
,,4,إقتصاد وتصرف,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 109.505, '2020': 104.91, '2021': 121.705, '2022': 114.6083, '2023': 121.63, '2024': 137.45}",137.45,,علم النفس,11121,411121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411121,لا,علم النفس,11121,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في علم النـفـــس,03,جامعة تونس المنار
,,3,علوم تجريبية,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 109.85, '2012': 103.075, '2013': 111.425, '2014': 116.3, '2015': 128.125, '2016': 119.975, '2017': 125.35, '2018': 123.775, '2019': 127.66, '2020': 126.13, '2021': 138.57, '2022': 127.835, '2023': 126.125, '2024': 124.29}",124.29,,علم النفس,11121,311121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311121,لا,علم النفس,11121,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في علم النـفـــس,03,جامعة تونس المنار
,,6,علوم الإعلامية,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 113.5775, '2020': 110.4257, '2021': 111.46, '2022': 129.5975, '2023': 140.92, '2024': 186.215}",186.215,,علم النفس,11121,611121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611121,لا,علم النفس,11121,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في علم النـفـــس,03,جامعة تونس المنار
,,5,العلوم التقنية,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 119.585, '2020': 130.265, '2021': 141.075, '2022': 179.455, '2023': 141.715, '2024': 137.71}",137.71,,علم النفس,11121,511121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=511121,لا,علم النفس,11121,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في علم النـفـــس,03,جامعة تونس المنار
,,9,رياضة,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 146.505, '2020': 151.125, '2021': 173.42, '2022': 136.41, '2023': 168.53, '2024': 169.245}",,,,11121,911121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=911121,لا,,,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في علم النـفـــس,03,جامعة تونس المنار
,,1,آداب,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 98.85, '2012': 97.725, '2013': 98.275, '2014': 97.7, '2015': 104.45, '2016': 105.575, '2017': 104.425, '2018': 106.595, '2019': 119.5, '2020': 121.5, '2021': 127.645, '2022': 124.58, '2023': 122.88, '2024': 128.39}",128.39,,علم النفس,11121,111121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=111121,لا,علم النفس,11121,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في علم النـفـــس,03,جامعة تونس المنار
,,5,العلوم التقنية,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 109.7606, '2020': 0.0, '2021': 101.5, '2022': 0.0, '2023': 0.0, '2024': 110.7236}",,,,11122,511122,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=511122,نعم,,,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفـلســفــة,03,جامعة تونس المنار
,,9,رياضة,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 127.8222, '2023': 149.26, '2024': 0.0}",,,,11122,911122,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=911122,نعم,,,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفـلســفــة,03,جامعة تونس المنار
,,6,علوم الإعلامية,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,11122,611122,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611122,نعم,,,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفـلســفــة,03,جامعة تونس المنار
,,1,آداب,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 83.9331, '2012': 87.4281, '2013': 86.2063, '2014': 81.0971, '2015': 72.4835, '2016': 86.0371, '2017': 85.0817, '2018': 85.5004, '2019': 100.0646, '2020': 97.205, '2021': 93.8409, '2022': 99.2051, '2023': 95.4923, '2024': 100.093}",,,,11122,111122,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=111122,نعم,,,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفـلســفــة,03,جامعة تونس المنار
,,3,علوم تجريبية,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 111.4922, '2020': 113.56, '2021': 141.6092, '2022': 114.9678, '2023': 119.465, '2024': 116.5835}",,,,11122,311122,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311122,نعم,,,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفـلســفــة,03,جامعة تونس المنار
,,4,إقتصاد وتصرف,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2024': 59.0, '2011': 198.07142857142856, '2012': 280.7857142857143, '2013': 363.5, '2014': 446.21428571428567, '2015': 528.9285714285713, '2016': 611.6428571428571, '2017': 694.3571428571428, '2018': 777.0714285714286, '2019': 859.7857142857142, '2020': 942.4999999999999, '2021': 1025.2142857142856, '2022': 1107.9285714285713, '2023': 1190.642857142857}",,,,11122,411122,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411122,نعم,,,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفـلســفــة,03,جامعة تونس المنار
,,2,رياضيات,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 117.1562, '2020': 0.0, '2021': 124.3822, '2022': 0.0, '2023': 147.6654, '2024': 0.0}",,,,11122,211122,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211122,نعم,,,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفـلســفــة,03,جامعة تونس المنار
,,5,العلوم التقنية,['finale-data'],3 سنوات (آمد),العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 117.8445, '2020': 0.0, '2021': 90.5715, '2022': 0.0, '2023': 97.9372, '2024': 95.6934}",,,"Spécialisations possibles : الآثار وعلوم التراث, التاريخ الاقتصادي والاجتماعي, تاريخ الفن وعلم الآثار [cite: 121]",11123,511123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=511123,نعم,,11123,FG+F,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في التاريخ,02,جامعة منوبة
,,3,علوم تجريبية,['finale-data'],3 سنوات (آمد),العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 101.0294, '2020': 112.7745, '2021': 119.4513, '2022': 149.1527, '2023': 112.52, '2024': 131.9043}",,,"Spécialisations possibles : الآثار وعلوم التراث, التاريخ الاقتصادي والاجتماعي, تاريخ الفن وعلم الآثار [cite: 121]",11123,311123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311123,نعم,,11123,FG+F,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في التاريخ,02,جامعة منوبة
,,6,علوم الإعلامية,['finale-data'],3 سنوات (آمد),العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,"Spécialisations possibles : الآثار وعلوم التراث, التاريخ الاقتصادي والاجتماعي, تاريخ الفن وعلم الآثار [cite: 121]",11123,611123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611123,نعم,,11123,FG+F,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في التاريخ,02,جامعة منوبة
,,4,إقتصاد وتصرف,,,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 109.585, '2020': 96.9474, '2021': 80.919, '2022': 75.1982, '2023': 70.6616, '2024': 75.706}",,,,11123,411123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411123,نعم,,,FG+(F+HG)/2,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في التاريخ,02,جامعة منوبة
,,9,رياضة,['finale-data'],3 سنوات (آمد),العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 83.7018, '2023': 131.2034, '2024': 0.0}",,,"Spécialisations possibles : الآثار وعلوم التراث, التاريخ الاقتصادي والاجتماعي, تاريخ الفن وعلم الآثار [cite: 121]",11123,911123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=911123,نعم,,11123,FG+F,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في التاريخ,02,جامعة منوبة
,,2,رياضيات,['finale-data'],3 سنوات (آمد),العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 104.2821, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,"Spécialisations possibles : الآثار وعلوم التراث, التاريخ الاقتصادي والاجتماعي, تاريخ الفن وعلم الآثار [cite: 121]",11123,211123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211123,نعم,,11123,FG+F,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في التاريخ,02,جامعة منوبة
,,1,آداب,['finale-data'],3 سنوات (آمد),العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 80.6425, '2012': 79.75, '2013': 79.706, '2014': 65.2085, '2015': 72.8085, '2016': 70.8916, '2017': 73.3982, '2018': 78.8786, '2019': 78.53, '2020': 72.1851, '2021': 86.1672, '2022': 76.6534, '2023': 82.5931, '2024': 72.8966}",,,"Spécialisations possibles : الآثار وعلوم التراث, التاريخ الاقتصادي والاجتماعي, تاريخ الفن وعلم الآثار [cite: 121]",11123,111123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=111123,نعم,,11123,FG+(F+HG)/2,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في التاريخ,02,جامعة منوبة
